filename	ontology_terminal_leaf	sample_name	description	Main.food.description	simple_complex	sample_type	sample_type_aquatic_land	sample_type_group1	sample_type_group2	sample_type_group3	sample_type_group4	sample_type_group5	sample_type_group6	sample_type_groupB1	sample_type_groupB2	sample_type_groupB3	sample_type_common	type_of_cuisine_ethnicity	common_meal_type	vegan	organic	gluten_free	gmo	homemade_homegrown	processed_method	processed_method_jps	fermented	contains_live_active_cultures	contains_live_active_cultures_specific	raw_processed	raw_pasteurized	botanical_genus	botanical_genus_species	botanical_anatomy	botanical_family	plant_color	collection_timestamp	best_by	elevation	geo_loc_name	location_sampled	latitude	longitude	origin_country	origin_state	grocerystore_restaurant_etc	Vendor_store	source_categorical	distributor_brand	ingredients_1	ingredients_2	ingredients_3	ingredients_4	ingredients_5	ingredients_6	ingredients_7	empo_1	empo_2	empo_3	additives	additives_specific	Food_coloring	Food_coloring_specific	sugar_added	sugar_refined	superfood	animal_product_substitute	animal_source	animal_source_specific	caffeinated	cheese_sample_type	cheese_part	cheese_texture	contains_chocolate	flesh_only_or_with_peel	solid_liquid	texture	tea_quality	tea_type	brand_roast_unique	project	washed_not	washed_specific	known_contamination	touch_animal_product	upc	FoodCode	ndb_number	ndb_description	packaging	packaging_specific	participant_notes	purchase_notes
G86844_1x_RF11_01_23368.mzXML	kombucha	11442.G86844	Health-Ade Kombucha	beverage_nondairy_fermented_tea_flavored	complex	food	land	plant	vegetable/herb	vegetable/herb	tea/infusion	kombucha	kombucha	non-alcoholic	non-carbonated	kombucha	kombucha	not applicable	cold beverage	yes	yes	yes	no	no	fermented	fermented	yes	yes	kombucha cultures	processed	not applicable	Camellia	Camellia sp.	leaf	Theaceae	not applicable	11/30/17 12:49	3/17/18 0:00	193	USA:CA:San Diego	San Diego:Dorrestein lab	32.842	-117.258	USA	CA	store	Whole Foods Market	store	Health-Ade	filtered water	Kombucha Culture	Organic Black Tea	Organic Green Tea	Organic Evaporated Cane Juice (Sugar)	Cold-pressed Organic Pomegranate Juice	live probiotic culture	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	yes	evaporated cane juice	not applicable	no	not applicable	not applicable	yes	not applicable	not applicable	not applicable	no	not applicable	liquid	not applicable	not applicable	kombucha	not entered	y	not applicable	not applicable	no	no	8.52E+11	96110000	45150273	HEALTH ADE KOMBUCHA, UPC: 851861006065	glass	not applicable	none	not be consumed if left unfrereigerated for extended period of time. Do not shake
G86845_1x_RA2_01_23475.mzXML	soybean	11442.G86845	soymilk, plain	Milk_soy_ready_to_drink_not_babys	complex	beverage	land	plant	fruit	legume	legume	bean	soybean	non-alcoholic	non-carbonated	soy milk	soy milk	not applicable	beverage	yes	yes	yes	no	no	processed	processed	no	no	not applicable	processed	not collected	not applicable	not applicable	not applicable	not collected	not applicable	11/30/17 8:45	not collected	193	USA:CA:San Diego	UCSD:Dorrestein lab	32.842	-117.258	USA	not collected	store	Costco	store	Kirkland Signature	filtered water	organic soybeans	organic cane sugar	tricalcium phosphate	sea salt	carrageenan	organic vanilla flavor;natural flavors;vitamin A palmitate;vitamin D2;riboflavin;vitamin B12	host-associated	plant	plant-corpus	natural;artificial	tricalcium phosphate;carrageenan;natural flavors;palmitic acid	natural	natural flavors;vanilla flavors	yes	yes	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not washed	not applicable	no	no	96619998609	11320000	45136380	ORGANIC SOYMILK	paper / cardboard	not collected	none	none
G86846_1x_10ul_RA3_01_23483.mzXML	milk_cow	11442.G86846	milk	Milk_cows_fluid_whole	simple	beverage	land	animal	animal	dairy	milk	milk_cow	milk_cow	non-alcoholic	non-carbonated	milk	milk	not applicable	beverage	no	yes	yes	no	no	pasteurized	heat applied	no	no	not applicable	processed	ultra-pasteurized	not applicable	not applicable	not applicable	not collected	not applicable	11/30/17 8:48	not collected	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not collected 	not collected 	store	Vons	store	O Organics	organic grade A milk	vitamin D3	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	animal	animal-secretion	vitamins	vitamin D3	no	not applicable	no	no	non_superfood	no	cow	milk	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not applicable 	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	79893402598	11111000	not applicable	not applicable	paper / cardboard	not collected	no	none
G86847_1x_RA4_01_23477.mzXML	complex	11442.G86847	thai peanut sauce	Peanut_sauce	complex	food	land	complex	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	thai peanut sauce	Asian	condiment	yes	no	yes	no	no	processed	processed	yes	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	11/30/17 8:48	2019	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not collected	not collected	store	Vons	store	San-J	Tamari Soy Sauce (Water, Soybeans, Salt, Alcohol)	organic sugar	peanuts	water	apple cider vinegar	sake (water, rice, salt)	rice vinegar;organic honey;garlic powder;salt;spices;lemon juice concentrate;canola oil;cilantro;xanthan gum	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	yes	sugar, honey	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	75810140253	42204050	not collected	not collected	glass	not collected	none	none
G86848_1x_RA6_01_23479.mzXML	plant	11442.G86848	classic stir-fry sauce	Teriyaki_sauce	complex	food	land	plant	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	stir-fry sauce	Asian	sauce	yes	no	no	no	no	processed	processed	yes	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	11/30/17	not collected	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not collected	not collected	store	Vons	store	House of Tsang	soy sauce (Water, Wheat, Soybeans, Salt)	water	sugar	sherry wine	rice starch	salt	sesame seed oil;rice vinegar;ginger puree;yeast extract;dehydrated garlic;dehydrated onions;citric acid	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	yes	sugar	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	75050006104	41420400	45063514	STIR-FRY SAUCE, UPC: 075050006104	glass	not collected	none	none
G86849_1x_RA5_01_23478.mzXML	cream_cow	11442.G86849	heavy whipping cream	Cream_heavy_fluid	complex	food	land	animal	animal	dairy	cream	cream	cream_cow	not applicable	not applicable	not applicable	cream	not applicable	not applicable	no	yes	yes	not collected	no	processed	processed	no	no	not applicable	processed	ultra-pasteurized	not applicable	not applicable	not applicable	not collected	not applicable	11/30/17 8:47	11/4/17 0:00	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not collected 	not collected 	store	Vons	store	Horizon Organic	organic grade A cream	Gelitan Gum	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	animal	animal-secretion	no	not applicable	no	not applicable	no	no	non_superfood	no	cow	milk	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected 	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	7.42E+11	12130100	45243899	HORIZON ORGANIC, ORGANIC HEAVY WHIPPING CREAM	paper / cardboard	not collected	no	none
G86850_1x_RA7_01_23481.mzXML	maple syrup	11442.G86850	maple syrup	Maple_syrup_100_maple_	simple	food	land	plant	sap	sap	sap	maple syrup	maple syrup	not applicable	not applicable	not applicable	maple syrup	not applicable	sweetener	yes	yes	yes	no	no	not applicable	not applicable	no	no	not applicable	raw	not collected	Acer	Acer sp.	sap	Saoindaceae	not applicable	11/28/17	5/15/19	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	Canada	not collected	store	Costco	store	Kirkland Signature	maple syrup	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-secretion	no	not applicable	no	not applicable	yes	maple syrup	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	96619679133	91301060	19353	Syrups, maple	plastic	plastic bottle	none	none
G86851_1x_RA8_01_23484.mzXML	apple	11442.G86851	apple juice	Apple_juice	complex	beverage	land	plant	fruit	fleshy fruit	pome	apple	apple	non-alcoholic	non-carbonated	juice	juice	not applicable	beverage	yes	no	no	no	no	processed	processed	no	no	not applicable	processed	not collected	Malus	Malus sp.	fruit	Rosaceae	not applicable	11/30/17 8:45	not collected	193	USA:CA:San Diego	UCSD:Dorrestein lab	32.842	-117.258	USA	GA	store	not collected	store	Minute Maid; The Coca-Cola Company	pure filtered water	concentrated apple juice	vitamin c	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not washed	not applicable	no	no	25000056017	64104010	9411	Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid	plastic	plastic bottle	none	none
G86852_1x_RA9_01_23485.mzXML	egg_chicken	11442.G86852	liquid egg whites	Egg_white_only_raw	simple	food	land	animal	animal	egg	egg_poultry	egg_chicken	egg_chicken	not applicable	not applicable	not applicable	egg white	not applicable	not applicable	no	no, cage free	yes	no	no	not applicable	not applicable	no	no	not applicable	raw	pasteurized	not applicable	not applicable	not applicable	not collected	not applicable	11/29/17	1/18/18	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not collected	not collected	store	Trader Joe's	store	Trader Joe's	cage free egg whites	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	animal	animal-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	chicken	egg	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	910378	31108010	not collected	not collected	paper / cardboard	not collected	none	none
G86853_1x_RA10_01_23486.mzXML	apple	11442.G86853	Unfiltered apple juice	Apple_juice	simple	beverage	land	plant	fruit	fleshy fruit	pome	apple	apple	non-alcoholic	non-carbonated	juice	juice	not applicable	beverage	yes	yes	yes	no	no	processed	processed	no	no	not applicable	processed	pasteurized	Malus	Malus sp.	fruit	Rosaceae	not applicable	11/30/17 8:45	not collected	193	USA:CA:San Diego	UCSD:Dorrestein lab	32.842	-117.258	USA	CA	store	Trader Joe's	store	Trader Joe's	pasteurized unfiltered juice from washed, select, ripe, organic apples	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	washed	not collected	no	no	428668	64104010	not collected	not collected	plastic	plastic bottle	none	none
G86854_1x_RA11_01_23487.mzXML	fleshy fruit	11442.G86854	Dixie Peach juice	Peach_nectar	complex	beverage	land	plant	fruit	fleshy fruit	complex	complex	complex	non-alcoholic	non-carbonated	juice	juice	not applicable	beverage	yes	no	yes	no	no	processed	processed	no	no	not applicable	processed	not collected	not applicable	not applicable	not applicable	not collected	not applicable	11/30/17	not collected	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not collected	not collected	store	Trader Joe's	store	Trader Joe's	filtered water	apple juice concentrate	peach puree	white grape juice concentrate	apple puree concentrate	pear juice concentrate	peach juice concentrate;pineapple juice concentrate;natural flavors;ascorbis acid;beta-carotene (color)	host-associated	plant	plant-corpus	no	not applicable	yes	beta-carotene	no	no	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	451048	64205010	not collected	not collected	plastic	plastic bottle	none	none
G86855_1x_RA12_01_23488.mzXML	grain/grass	11442.G86855	vinegar	Vinegar	complex	food	land	plant	fruit	grain/grass	complex	complex	complex	not applicable	not applicable	not applicable	vinegar	not applicable	dressing	yes	no	yes	no	no	fermented	fermented	yes	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	11/30/17 8:53	not collected	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not collected	not collected	fast food restaurant	Jersey Mikes	restaurant	Jersey Mikes	vinegar	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not collected	64401000	not collected	not collected	plastic	not collected	none	none
G86856_1x_10ul_RB2_01_23506.mzXML	grain/grass	11442.G86856	oil	Vegetable_oil_NFS	complex	food	land	plant	fruit	grain/grass	grain/grass	complex	complex	not applicable	not applicable	not applicable	oil	not applicable	dressing	yes	no	yes	no	no	processed	processed	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	11/30/17 8:53	not collected	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not collected	not collected	fast food restaurant	Jersey Mikes	restaurant	Jersey Mikes	oil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not collected	82101000	not collected	not collected	plastic	not collected	none	none
G86857_1x_RB3_01_23492.mzXML	complex	11442.G86857	mocha, frappuccino	Coffee_Latte	complex	beverage	land	complex	complex	complex	complex	complex	complex	non-alcoholic	non-carbonated	coffee	coffee	not applicable	beverage	no	no	yes	yes	no	processed	processed	yes	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	12/1/17 11:04	4/30/18	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not collected	not collected	store	Met cafe, UCSD	store	Starbucks	brewed starbucks coffee	reduced fat milk	sugar	cocoa	pectin	ascorbic acid	not applicable	host-associated	not applicable	not applicable	no	not applicable	no	not applicable	yes	sugar	not applicable	no	cow	milk	yes	not applicable	not applicable	not applicable	yes	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	1245200	92101900	45237869	STARBUCKS, FRAPPUCCIno, CHILLED COFFEE DRINK , MOCHA, UPC: 492716500842	glass	glass bottle	none	none
G86858_1x_RB4_01_23493.mzXML	complex	11442.G86858	pam butter spray	Butter_vegetable_oil_blend	complex	food	land	complex	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	butter spray	not applicable	spray	yes	no	yes	not collected	no	processed	processed	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	12/5/17 7:17	not collected	193	USA:CA:San Diego	La Jolla:home	32.842	-117.258	not collected 	not collected 	store	not collected	store	Pam	canola oil	palm oil	coconut oil	lecithin	not applicable	not applicable	not applicable	host-associated	not applicable	not applicable	no	not applicable	yes	annatto	no	no	not applicable	no	cow	milk	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	not collected	81105500	not collected	not collected	metal	not applicable	not collected	none
G86859_1x_3ul_RB5_01_23507.mzXML	complex	11442.G86859	fish sauce	Fish_sauce_bagoong_	complex	food	complex	complex	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	fish sauce	Asian	sauce	no	no	yes	not collected	no	processed	processed	yes	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	12/5/17 7:42	not collected	193	USA:CA:San Diego	La Jolla:home	32.842	-117.258	not collected 	not collected 	store	not collected	store	viet huong	anchovy extract	salt	water	fructose	hydrolyzed vegetable protien	not applicable	not applicable	not applicable	not applicable	not applicable	no	not applicable	no	not applicable	yes	no	not applicable	no	fish	meat	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	not collected	27150210	not collected	not collected	glass	not collected	no	none
G86860_1x_RB6_01_23497.mzXML	complex	11442.G86860	redbull	Energy_Drink	complex	beverage	land	complex	complex	complex	complex	complex	complex	non-alcoholic	non-carbonated	energy drink	redbull	not applicable	energy drink	yes	no	yes	not collected	no	processed	processed	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	12/5/17 7:43	not collected	193	USA:CA:San Diego	La Jolla:home	32.842	-117.258	not collected	not collected	store	not collected	store	Red Bull	carbonated water	sucrose	glucose	citric acid	taurine	sodium bicarbonate	magnesium carbonate	not applicable	not applicable	not applicable	no	not applicable	no	not applicable	yes 	yes	not applicable	no	not applicable	not applicable	yes	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected 	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not collected	95311000	14154	Beverages, Energy drink, RED BULL	metal	not applicable	no	none
G86861_1x_RB7_01_23498.mzXML	maple syrup	11442.G86861	maple syrup	Maple_syrup_100_maple_	simple	food	land	plant	sap	sap	sap	maple syrup	maple syrup	not applicable	not applicable	not applicable	maple syrup	not applicable	sweetener	yes	no	yes	no	no	not applicable	not applicable	no	no	not applicable	raw	not applicable	Acer	Acer sp.	sap	Saoindaceae	not applicable	12/5/17 7:45	not collected	193	USA:CA:San Diego	La Jolla:home	32.842	-117.258	Canada	not collected	store	Trader Joe's	store	Trader Joe's	maple syrup	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-secretion	no	not applicable	no	not applicable	yes	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected 	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not collected	91301060	not collected	not collected	glass	not applicable	none	none
G86862_1x_rerun_RE10_01_26485.mzXML	plant	11442.G86862	tumeric golden-milk; brand rebbl; packaging plastic bottle; purchased from Jimbo's the forum in Leucadia; stored in refrigerator; sampled at RT; best by date 04/05/2018	Juice_with_coconut	complex	beverage	land	plant	complex	complex	complex	complex	complex	non-alcoholic	non-carbonated	complex coconut milk	beverage	not applicable	beverage	yes	yes	yes	no	no	processed	processed	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	1/17/18 10:45	4/5/18 0:00	193	USA:CA:San Diego	UCSD:Dorrestein lab	32.842	-117.258	USA	CA	store	Whole Foods Market	store	rebbl	organic coconut-milk (water;organic coconut creme)	organic honey	organic acacia fiber	organic tumeric	organic ginger	organic vanilla extract	organic quillaja extract;pink salt;organic cardamom;organic black pepper fruit;organic stevia extract	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	yes	no	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	8.58E+11	64134100	not collected	not collected	plastic	plastic bottle	none	none
G86863_1x_rerun_RC10_01_26507.mzXML	plant	11442.G86863	rhubarb & strawberry soda (TJs)	Carbonated_noncitrus_juice_drink	complex	beverage	land	plant	complex	complex	complex	complex	complex	non-alcoholic	carbonated	soda	soda	not applicable	cold beverage	yes	no	yes	no	no	processed	processed	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	1/16/18 16:00	not collected	193	USA:CA:San Diego	San Diego:home	32.842	-117.258	not collected	not collected	store	Trader Joe's	store	Trader Joes	carbonated water	rhubarb juice	strawberry juice	cane sugar	natural flavor	citric acid	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	yes	cane sugar	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	606004	92433000	not collected	not collected	metal	aluminum can	none	none
G86864_1x_RB8_01_23499.mzXML	plant	11442.G86864	international delight; original	Cream_NS_as_to_light_heavy_or_half_and_half	complex	beverage	land	plant	complex	complex	complex	complex	complex	non-alcoholic	non-carbonated	non-dairy creamer	creamer	not collected	creamer	yes	no	yes	no	no	not collected	not collected	no	no	not applicable	processed	not collected	not applicable	not applicable	not applicable	not collected	not applicable	12/4/17 11:16	not collected	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not collected	not collected	cart	not collected	store	international delight	water	cane sugar	palm oil 	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	yes	cane sugar	not applicable	creamer	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not collected	12100100	not collected	not collected	plastic	not collected	none	none
G86865_1x_RB9_01_23500.mzXML	lemon	11442.G86865	lemon juice	Lemon_juice_canned_or_bottled	simple	food	land	plant	fruit	fleshy fruit	citrus	lemon	lemon	not applicable	not applicable	not applicable	juice	not collected	beverage	yes	no	yes	no	no	processed	processed	no	no	not applicable	processed	not collected	not applicable	not applicable	not applicable	not collected	not applicable	12/4/17 11:16	not collected	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not collected	not collected	cart	not collected	store	House Recipe	lemon juice concentrate	sodium bisulfite	sodium benzoate	lemon oil	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	preservative	sodium benzoate	no	not applicable	no	no	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not collected	61204200	not collected	not collected	plastic	plastic	none	none
G86866_1x_RB10_01_23501.mzXML	fruit	11442.G86866	Kimlan soy sauce	Soy_sauce	complex	food	land	plant	fruit	complex	complex	complex	complex	not applicable	not applicable	not applicable	soy sauce	not collected	condiment	yes	no	no	no	no	fermented	fermented	yes	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	12/4/17 11:15	not collected	193	USA:CA:San Diego	UCSD:Dorrestein lab	32.842	-117.258	TAIWAN	not collected	store	not collected	store	not collected	water	soybeans	wheat	salt	sugar	not applicable	not applicable	host-associated	plant	plant-corpus	natural	wheat;salt;sugar	no	not applicable	yes	yes	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not washed	not applicable	no	no	not collected	41420300	45136282	KIMLAN LOU CHAU SOY SAUCE	plastic	plastic	none	none
G86867_1x_RB11_01_23502.mzXML	dairy	11442.G86867	shamrock farms half and half	Cream_half_and_half	complex	beverage	land	animal	animal	dairy	complex	complex	complex	non-alcoholic	non-carbonated	creamer	creamer	not collected	creamer	no	no	yes	no	no	homogenized ultrapastuerized	heat applied	no	no	not applicable	processed	pasteurized	not applicable	not applicable	not applicable	not collected	not applicable	12/4/17 11:16	not collected	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not collected	not collected	cart	not collected	store	Shamrock farms	milk	cream	sodium citrate	sodium phosphate	not applicable	not applicable	not applicable	host-associated	animal	animal-secretion	no	not applicable	no	not applicable	no	no	not applicable	no	cow	milk	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	not collected	12120100	not collected	not collected	plastic	not collected	none	none
G86868_1x_RB12_01_23503.mzXML	plant	11442.G86868	red curry sauce	Vegetable_curry	complex	food	land	plant	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	curry	Thai	curry	not collected	no	not collected	no	no	cooked	high heat	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	11/24/17 19:00	not collected	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	USA	CA	restaurant	Original Sab-E-Lee	restaurant	not collected	garlic	red chili	bamboo shoots	eggplant	not collected	not collected	not collected	host-associated	plant	plant-corpus	not collected	not collected	no	not applicable	not collected	not collected	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	not collected	not applicable	75440600	not applicable	not applicable	plastic	plastic to go container	none	misssing: not recorded
G86869_1x_RC2_01_23508.mzXML	complex	11442.G86869	sweet and sour sauce	Sweet_and_sour_sauce	complex	food	land	complex	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	sauce	Thai	sauce	not collected	no	not collected	no	no	processed	processed	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	2017	not applicable	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	USA	CA	restaurant	Original Sab-E-Lee	restaurant	not collected	sweet and sour sauce	not collected	not collected	not collected	not collected	not collected	not collected	host-associated	not applicable	not applicable	not collected	not collected	no	not applicable	not collected	not collected	not applicable	no	not collected	not collected	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	not collected	not applicable	91361010	not collected	not collected	not collected	not applicable	none	none
G86870_1x_RC3_01_23509.mzXML	complex	11442.G86870	tom kha soup	Noodle_soup_with_vegetables_Asian_style	complex	food	land	complex	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	soup	Thai	soup	not collected	no	not collected	no	no	processed	processed	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	2017	not applicable	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	USA	CA	restaurant	Original Sab-E-Lee	restaurant	not collected	coconut milk	lemon grass	galangal	not collected	not collected	not collected	not collected	host-associated	not applicable	not applicable	not collected	not collected	no	not applicable	not collected	not collected	not applicable	no	not collected	not collected	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	not applicable	58408500	not collected	not collected	plastic	plastic to go container	none	none
G86871_1x_2ul_RG8_01_23444.mzXML	blueberry	11442.G86871	frozen organic wild blueberry	Blueberries_frozen_unsweetened	simple	food	land	plant	fruit	fleshy fruit	berry	blueberry	blueberry	not applicable	not applicable	not applicable	berry	not applicable	frozen fruit	yes	yes	yes	no	no	frozen	no heat, frozen	no	no	not applicable	raw	not applicable	vaccinium	vaccinium sp.	fruit	Ericaceae	dark blue	12/3/17 12:30	5/10/19 0:00	193	USA:CA:San Diego	Encinitas:home	32.842	-117.258	USA	RI	store	Jimbos	store	Woodstock	blueberry	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	both	solid	not collected	not applicable	not applicable	not entered	y	not washed	not applicable	no	no	42563001322	63203600	45210405	FROZEN ORGANIC BLUEBERRIES	plastic	plastic bag	none	none
G86872_1x_BE10_01_23191.mzXML	yogurt_cow	11442.G86872	homemade yogurt made with organic straus whole milk 	Yogurt_plain_whole_milk	simple	food	land	animal	animal	dairy	yogurt	yogurt_cow	yogurt_cow	not applicable	not applicable	not applicable	yogurt	not collected	not applicable	no	yes	yes	no	yes	fermented	fermented	yes	yes	yogurt cultures	processed	pasteurized	not applicable	not applicable	not applicable	not collected	not applicable	12/3/17 12:30	not collected	193	USA:CA:San Diego	Encinitas:home	32.842	-117.258	USA	CA	home kitchen	homemade	self	homemade	organic whole milk	organic whole milk yogurt culture	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	animal	animal-secretion	no	not applicable	no	not applicable	no	no	not applicable	no	cow	milk	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	not applicable	11411100	not applicable	not applicable	none	not applicable	none	none
